-8.696000000000000396e-01,2.000000000000000000e+00
-9.941000000000000947e-01,7.000000000000000000e+00
-9.503000000000000336e-01,9.000000000000000000e+00
-8.473000000000000531e-01,1.900000000000000000e+01
9.725000000000000311e-01,2.300000000000000000e+01
-8.691000000000000947e-01,3.200000000000000000e+01
-9.692000000000000615e-01,5.800000000000000000e+01
-8.256999999999999895e-01,6.900000000000000000e+01
9.304999999999999938e-01,7.500000000000000000e+01
9.925000000000000488e-01,8.100000000000000000e+01
-3.460000000000000298e-01,1.130000000000000000e+02
-9.704000000000000403e-01,1.170000000000000000e+02
9.304999999999999938e-01,1.230000000000000000e+02
-9.906000000000000361e-01,1.290000000000000000e+02
-9.493000000000000327e-01,1.310000000000000000e+02
-1.800300000000000011e+00,1.490000000000000000e+02
-9.676000000000000156e-01,1.500000000000000000e+02
-9.489000000000000767e-01,1.550000000000000000e+02
-9.721000000000000751e-01,1.590000000000000000e+02
-8.876000000000000556e-01,1.670000000000000000e+02
-1.980599999999999916e+00,1.730000000000000000e+02
-8.921000000000000041e-01,1.810000000000000000e+02
-9.270000000000000462e-01,1.870000000000000000e+02
-9.707000000000000073e-01,1.910000000000000000e+02
-9.889999999999999902e-01,1.970000000000000000e+02
-7.700000000000000178e-01,2.080000000000000000e+02
-1.977999999999999980e+00,2.140000000000000000e+02
-7.694000000000000838e-01,2.440000000000000000e+02
-6.053000000000000602e-01,2.660000000000000000e+02
-9.695000000000000284e-01,2.700000000000000000e+02
-9.515000000000000124e-01,2.750000000000000000e+02
-5.689000000000000723e-01,2.990000000000000000e+02
-8.286000000000000032e-01,3.100000000000000000e+02
-1.978899999999999881e+00,3.160000000000000000e+02
-1.980399999999999938e+00,3.220000000000000000e+02
-9.294999999999999929e-01,3.280000000000000000e+02
-9.724000000000000421e-01,3.320000000000000000e+02
-9.284000000000000030e-01,3.380000000000000000e+02
-5.895000000000000240e-01,3.640000000000000000e+02
-9.087000000000000632e-01,3.680000000000000000e+02
-9.881000000000000894e-01,3.740000000000000000e+02
-8.717000000000000304e-01,3.800000000000000000e+02
-9.287000000000000810e-01,3.860000000000000000e+02
-7.298999999999999932e-01,4.020000000000000000e+02
-9.697999999999999954e-01,4.060000000000000000e+02
-8.486000000000000210e-01,4.190000000000000000e+02
-5.493000000000000105e-01,4.410000000000000000e+02
-9.899000000000000021e-01,4.470000000000000000e+02
-9.699000000000000954e-01,4.480000000000000000e+02
-9.494000000000000217e-01,4.560000000000000000e+02
-9.500000000000000666e-01,4.580000000000000000e+02
-9.895000000000000462e-01,4.640000000000000000e+02
-7.700000000000000178e-01,4.750000000000000000e+02
-4.883000000000000118e-01,5.030000000000000000e+02
-9.707000000000000073e-01,5.070000000000000000e+02
-9.497000000000000997e-01,5.120000000000000000e+02
9.465000000000000080e-01,5.230000000000000000e+02
8.331000000000000627e-01,5.340000000000000000e+02
9.885000000000000453e-01,5.400000000000000000e+02
9.687000000000000055e-01,5.440000000000000000e+02
-4.855000000000000426e-01,5.730000000000000000e+02
-6.901000000000000467e-01,5.910000000000000000e+02
-8.908000000000000362e-01,5.990000000000000000e+02
-9.885000000000000453e-01,6.050000000000000000e+02
-1.278000000000000025e+00,6.450000000000000000e+02
-9.859999999999999876e-01,6.460000000000000000e+02
9.747999999999999998e-01,6.500000000000000000e+02
-9.494000000000000217e-01,6.580000000000000000e+02
9.717000000000000082e-01,6.650000000000000000e+02
-9.706000000000000183e-01,6.690000000000000000e+02
-8.900000000000000133e-01,6.770000000000000000e+02
-1.700000000000000122e-03,6.830000000000000000e+02
8.508999999999999897e-01,6.930000000000000000e+02
-9.495999999999999996e-01,6.980000000000000000e+02
-1.979500000000000037e+00,7.040000000000000000e+02
9.316000000000000947e-01,7.100000000000000000e+02
9.475000000000000089e-01,7.150000000000000000e+02
9.915000000000000480e-01,7.210000000000000000e+02
-7.888000000000000567e-01,7.310000000000000000e+02
-1.980399999999999938e+00,7.370000000000000000e+02
7.702999999999999847e-01,7.510000000000000000e+02
9.495999999999999996e-01,7.560000000000000000e+02
9.077000000000000624e-01,7.630000000000000000e+02
8.914000000000000812e-01,7.710000000000000000e+02
-9.699000000000000954e-01,7.750000000000000000e+02
9.474000000000000199e-01,7.800000000000000000e+02
8.923000000000000931e-01,7.880000000000000000e+02
-8.861999999999999877e-01,7.960000000000000000e+02
-9.901000000000000911e-01,8.010000000000000000e+02
-8.715000000000000524e-01,8.070000000000000000e+02
-9.919000000000000039e-01,8.130000000000000000e+02
-3.714999999999999969e-01,8.430000000000000000e+02
-9.912000000000000810e-01,8.490000000000000000e+02
-9.699000000000000954e-01,8.500000000000000000e+02
-9.863000000000000655e-01,8.560000000000000000e+02
-5.348000000000000531e-01,8.790000000000000000e+02
-7.479999999999999982e-01,8.940000000000000000e+02
8.903000000000000913e-01,9.020000000000000000e+02
9.691000000000000725e-01,9.060000000000000000e+02
-9.908000000000000140e-01,9.120000000000000000e+02
9.323000000000000176e-01,9.180000000000000000e+02
-9.899999999999999911e-01,9.240000000000000000e+02
-8.695000000000000506e-01,9.300000000000000000e+02
-9.905000000000000471e-01,9.350000000000000000e+02
7.484000000000000652e-01,9.480000000000000000e+02
8.885000000000000675e-01,9.560000000000000000e+02
9.109000000000000430e-01,9.630000000000000000e+02
-8.893000000000000904e-01,9.710000000000000000e+02
-9.697999999999999954e-01,9.750000000000000000e+02
-8.294000000000000261e-01,9.860000000000000000e+02
-8.090000000000000524e-01,9.980000000000000000e+02
-7.277000000000000135e-01,1.019000000000000000e+03
-9.936000000000000387e-01,1.025000000000000000e+03
-8.486000000000000210e-01,1.032000000000000000e+03
-7.893000000000000016e-01,1.057000000000000000e+03
-5.453999999999999959e-01,1.091000000000000000e+03
-9.729999999999999760e-01,1.095000000000000000e+03
-9.889000000000000012e-01,1.101000000000000000e+03
-9.715000000000000302e-01,1.102000000000000000e+03
7.661999999999999922e-01,1.116000000000000000e+03
-6.479000000000000314e-01,1.139000000000000000e+03
-7.911000000000000254e-01,1.149000000000000000e+03
-9.712000000000000632e-01,1.153000000000000000e+03
-9.894000000000000572e-01,1.159000000000000000e+03
-7.069999999999999618e-01,1.173000000000000000e+03
-6.517000000000000570e-01,1.193000000000000000e+03
-7.694000000000000838e-01,1.207000000000000000e+03
-6.287000000000000366e-01,1.228000000000000000e+03
-9.855000000000000426e-01,1.231000000000000000e+03
-9.949999999999999956e-01,1.237000000000000000e+03
-8.893000000000000904e-01,1.242000000000000000e+03
-7.084000000000000297e-01,1.262000000000000000e+03
-8.904000000000000803e-01,1.267000000000000000e+03
-9.470000000000000639e-01,1.272000000000000000e+03
-9.529000000000000803e-01,1.277000000000000000e+03
-9.701000000000000734e-01,1.284000000000000000e+03
-9.490000000000000657e-01,1.286000000000000000e+03
-9.483000000000000318e-01,1.291000000000000000e+03
-9.115000000000000879e-01,1.298000000000000000e+03
-2.868599999999999817e+00,1.312000000000000000e+03
-8.709000000000000075e-01,1.321000000000000000e+03
-9.494000000000000217e-01,1.330000000000000000e+03
-9.511000000000000565e-01,1.335000000000000000e+03
-8.100000000000000533e-01,1.347000000000000000e+03
-8.090000000000000524e-01,1.359000000000000000e+03
9.899000000000000021e-01,1.365000000000000000e+03
9.488000000000000878e-01,1.367000000000000000e+03
-1.919300000000000006e+00,1.376000000000000000e+03
-9.713000000000000522e-01,1.380000000000000000e+03
-1.978600000000000136e+00,1.386000000000000000e+03
9.116000000000000769e-01,1.393000000000000000e+03
9.911000000000000920e-01,1.399000000000000000e+03
-8.877000000000000446e-01,1.404000000000000000e+03
-9.693000000000000504e-01,1.408000000000000000e+03
-9.912000000000000810e-01,1.413000000000000000e+03
-9.503000000000000336e-01,1.416000000000000000e+03
-9.290000000000000480e-01,1.422000000000000000e+03
-9.915000000000000480e-01,1.427000000000000000e+03
-9.487000000000000988e-01,1.430000000000000000e+03
-9.909999999999999920e-01,1.435000000000000000e+03
-9.260000000000000453e-01,1.439000000000000000e+03
-9.312000000000000277e-01,1.445000000000000000e+03
-9.722000000000000641e-01,1.449000000000000000e+03
-9.092999999999999972e-01,1.456000000000000000e+03
-9.102999999999999980e-01,1.463000000000000000e+03
-9.699000000000000954e-01,1.467000000000000000e+03
-4.855000000000000426e-01,1.495000000000000000e+03
-9.711000000000000743e-01,1.499000000000000000e+03
